TaskID,Week,WeekLabel,Phase,Priority,Status,Category,Title,Description,Files,DependsOn,EstimatedHours,Notes
INF-027,1,Security & DB Migrations,P0,Critical,DONE,Security,Add graceful shutdown,SIGTERM handling with timeout.,cmd/server/main.go,None,2,
UNI-536,1,Security & DB Migrations,P0,Critical,DONE,API,Remove /api/cache/test debug route,Publicly writable to Redis in production,internal/server/routes.go,,4,Source: unified_master_tracker
INF-008,1,Security & DB Migrations,P0,High,DONE,Database,Create news_articles table,Store news for sentiment analysis.,internal/db/migrations/000008_create_news_articles_table.up.sql,INF-001,1,
INF-009,1,Security & DB Migrations,P0,High,DONE,Database,Create user_strategies table,Store per-user strategy config.,internal/db/migrations/000009_create_user_strategies_table.up.sql,INF-001,1,
INF-012,1,Security & DB Migrations,P0,High,DONE,Database,Create user_settings table,JSONB settings per section.,internal/db/migrations/000012_create_user_settings_table.up.sql,INF-001,1,User settings table
INF-013,1,Security & DB Migrations,P0,High,DONE,Database,Create watchlists tables,watchlists + watchlist_items.,internal/db/migrations/000013_create_watchlists_table.up.sql,"INF-001,INF-003",1,Watchlists tables
INF-014,1,Security & DB Migrations,P0,High,DONE,Database,Create backtest_jobs tables,jobs + trades + equity_curve.,internal/db/migrations/000014_create_backtest_jobs_table.up.sql,INF-001,1,Backtest jobs tables
INF-016,1,Security & DB Migrations,P0,High,DONE,Database,Create audit_events table,Append-only audit log.,internal/db/migrations/000016_create_audit_events_table.up.sql,INF-001,1,Audit events table
INF-023,1,Security & DB Migrations,P0,High,DONE,Security,Add rate limiting middleware,Per-IP token bucket.,internal/middleware/ratelimit.go,INF-018,2,Rate limiting middleware added
INF-024,1,Security & DB Migrations,P0,High,DONE,Security,Add request ID middleware,Generate UUID for each request.,internal/middleware/requestid.go,None,1,Request ID middleware implemented
INF-025,1,Security & DB Migrations,P0,High,DONE,Security,Add logging middleware,Structured zap logging.,internal/middleware/logger.go,None,1,Logging middleware with zap
INF-026,1,Security & DB Migrations,P0,High,DONE,Security,Restrict CORS to allowlist,Read ALLOWED_ORIGINS env.,internal/server/routes.go,INF-018,1,CORS restriction implemented
INF-028,1,Security & DB Migrations,P0,High,DONE,Security,Add env validation at startup,Validate required env vars.,internal/config/validate.go,None,2,
INF-029,1,Security & DB Migrations,P0,High,DONE,Security,Create AES-GCM encryption utility,Encrypt/decrypt secrets.,internal/security/encryption.go,None,2,AES-GCM encryption utility created
UNI-537,1,Security & DB Migrations,P0,High,DONE,API,Remove /api/data/users inline lambda,Inline lambda still present in routes.go even though route is removed from versioned router,internal/server/routes.go,,4,Source: unified_master_tracker
INF-010,1,Security & DB Migrations,P0,Medium,DONE,Database,Create metrics table,Store performance metrics.,internal/db/migrations/000010_create_metrics_table.up.sql,INF-001,1,
INF-015,1,Security & DB Migrations,P0,Medium,DONE,Database,Create notification tables,channels + history.,internal/db/migrations/000015_create_notification_tables.up.sql,INF-001,1,Notification tables
UNI-538,1,Security & DB Migrations,P0,Medium,DONE,Middleware,Request size limits middleware,Add http.MaxBytesReader wrapper to prevent abuse,internal/middleware/,,4,Source: unified_master_tracker
UNI-539,1,Security & DB Migrations,P0,Medium,DONE,Middleware,Security headers middleware,X-Content-Type-Options + X-Frame-Options + Strict-Transport-Security,internal/middleware/,,4,Source: unified_master_tracker
INF-030,2,Runtime Refactor & Core Infra,P1,Critical,DONE,Core,Create App struct,Central application container.,internal/app/app.go,None,3,
INF-031,2,Runtime Refactor & Core Infra,P1,Critical,DONE,Core,Create RuntimeManager,Service lifecycle orchestration.,internal/runtime/manager.go,INF-030,3,
ADD-012,2,Runtime Refactor & Core Infra,P1,High,DONE,Audit,Implement audit logging middleware,Log all requests.,internal/middleware/audit.go,INF-016,2,
ADD-013,2,Runtime Refactor & Core Infra,P1,High,DONE,Audit,Add audit to auth handlers,Login logout signup.,internal/api/handlers/auth/*.go,ADD-012,2,
ADD-014,2,Runtime Refactor & Core Infra,P1,High,DEPENDENT,Audit,Add audit to broker handlers,Connect disconnect.,internal/api/handlers/broker/*.go,ADD-012 INF-080 UNI-502 UNI-503,2,broker handler implementation pending
ADD-015,2,Runtime Refactor & Core Infra,P1,High,DEPENDENT,Audit,Add audit to order handlers,Place cancel modify.,internal/api/handlers/orders/*.go,ADD-012 EX-025 EX-026 EX-027 EX-028 EX-029,2,order handler implementation pending
AUD-006,2,Runtime Refactor & Core Infra,P1,High,DONE,Runtime,Introduce App struct and RuntimeManager,Extract main() into App struct + Service interface + RuntimeManager. Main should be <40 lines.,internal/app/app.go | internal/runtime/manager.go | internal/runtime/service.go | cmd/server/main.go,None,24,Source: TradingBot_Base_Build_Tickets.docx | App struct and RuntimeManager introduced
AUD-007,2,Runtime Refactor & Core Infra,P1,High,DONE,Runtime,Eliminate server package globals (Set* functions),Replace SetDBClient/SetIngestor globals with Server struct and constructor injection.,internal/server/server.go | internal/server/routes.go | internal/server/runtime_state.go,AUD-006,24,Source: TradingBot_Base_Build_Tickets.docx | Server globals eliminated
AUD-008,2,Runtime Refactor & Core Infra,P1,High,DONE,Runtime,Split overloaded server package into httpapi + realtime,Move REST routing to internal/httpapi/. Move WS hub to internal/realtime/.,internal/httpapi/server.go | internal/httpapi/routes.go | internal/realtime/hub.go,AUD-007,16,Source: TradingBot_Base_Build_Tickets.docx
INF-032,2,Runtime Refactor & Core Infra,P1,High,DONE,Core,Create Service interface,Name/Start/Stop/Status.,internal/runtime/service.go,INF-030,1,
INF-033,2,Runtime Refactor & Core Infra,P1,High,DONE,Core,Refactor main.go to use App,Reduce main.go complexity.,cmd/server/main.go,INF-030,3,Main.go refactored
INF-034,2,Runtime Refactor & Core Infra,P1,High,DONE,Core,Create HTTP server with routes,Register all API v1 routes.,internal/server/routes.go,INF-018,3,HTTP server with routes
INF-035,2,Runtime Refactor & Core Infra,P1,High,DONE,Core,Create response envelope,Standard JSON response format.,internal/contracts/envelope.go,None,1,Response envelope created
INF-036,2,Runtime Refactor & Core Infra,P1,High,DONE,Core,Create input validation helper,BindAndValidate with go-playground.,internal/validation/validate.go,None,2,Input validation helper
UNI-550,2,Runtime Refactor & Core Infra,P1,High,DONE,Routes,Remove old /api/data/users and /api/cache/test inline lambdas,Inline lambdas expose raw DB data and Redis publicly,internal/server/routes.go,,4,Source: unified_master_tracker
UNI-551,2,Runtime Refactor & Core Infra,P1,High,DONE,Routes,Move hardcoded symbol lists to DB/config,Symbol lists duplicated in main.go and frontend components,cmd/server/main.go,,4,Source: unified_master_tracker
ADD-016,2,Runtime Refactor & Core Infra,P1,Medium,DONE,Audit,Add audit to settings,Settings changes.,internal/api/handlers/settings/*.go,ADD-012,1,
UNI-553,2,Runtime Refactor & Core Infra,P1,Medium,DONE,WebSocket,Normalize symbol format across codebase,Tick symbol is 'RELIANCE (NSE)'; REST uses 'NSE:RELIANCE'; DB uses separate fields,Multiple files,,4,Source: unified_master_tracker
UNI-555,2,Runtime Refactor & Core Infra,P1,Medium,DONE,Config,Move outputWorkerCount and channel buffer sizes to config,Hardcoded 30 workers and 5000 buffer in IndicatorManager,internal/data/indicators_manager.go,,4,Source: unified_master_tracker
UNI-556,2,Runtime Refactor & Core Infra,P1,Medium,DONE,Security,Remove APISecret from ZerodhaClient struct,Plain string field could be logged or serialized accidentally,internal/api/zerodha.go,,4,Source: unified_master_tracker
ADD-010,2,Runtime Refactor & Core Infra,P1,Low,DONE,Runtime,Implement GET /api/v1/runtime/config,Non-secret config.,internal/api/handlers/runtime/runtime.go,None,1,
ADD-011,2,Runtime Refactor & Core Infra,P1,Low,DONE,Runtime,Implement GET /api/v1/runtime/metrics,WS count DB latency.,internal/api/handlers/runtime/runtime.go,None,2,
AUD-010,3,Market Data Pipeline,P2,Critical,DONE,MarketData,Fix ingest channel ownership and silent tick drops,Remove silent drop patterns. Make authoritative path blocking with timeout. Add droppedTicks counter.,internal/data/ingest.go,AUD-009,16,Source: TradingBot_Base_Build_Tickets.docx | Ingest channel ownership and tick drops fixed
AUD-011,3,Market Data Pipeline,P2,Critical,DONE,MarketData,Redesign candle bucket alignment and finalization,Session-aware bucketing. Separate open vs finalized candle state. Finalize by watermark not next tick.,internal/data/candels.go | internal/marketdata/candles/candle_engine.go,AUD-010,24,Source: TradingBot_Base_Build_Tickets.docx | Candle bucket alignment redesigned
INF-041,3,Market Data Pipeline,P2,Critical,DONE,MarketData,Create NormalizedTick struct,Canonical tick event model.,internal/marketdata/tick.go,None,1,
INF-042,3,Market Data Pipeline,P2,Critical,DONE,MarketData,Implement tick ingestion pipeline,Process ticks from Redis.,internal/data/ingest.go,INF-039,4,Tick ingestion pipeline working
INF-043,3,Market Data Pipeline,P2,Critical,DONE,MarketData,Implement OHLCV aggregation,1s 5s 15s 30s 1m 5m 15m 30m 1h candles.,internal/data/candles.go,INF-042,4,OHLCV aggregation partially implemented
INF-044,3,Market Data Pipeline,P2,Critical,DONE,MarketData,Implement candle persistence,Save to ohlcv_candles table.,internal/data/candles.go,INF-043,2,Candle persistence to DB needed
INF-045,3,Market Data Pipeline,P2,Critical,DONE,MarketData,Implement tick channel ownership,Fix silent drops on full channels.,internal/data/ingest.go,INF-042,3,Tick channel ownership fixed
INF-046,3,Market Data Pipeline,P2,Critical,DONE,MarketData,Implement deterministic candle finalization,Watermark-based closing.,internal/marketdata/candles/finalizer.go,INF-043,4,Deterministic candle finalization in progress
INF-047,3,Market Data Pipeline,P2,Critical,DONE,MarketData,Separate open vs finalized candles,Open in memory only.,internal/marketdata/candles/open_candle.go,INF-046,3,Open/finalized candle separation
AUD-009,3,Market Data Pipeline,P2,High,DONE,MarketData,Define canonical NormalizedTick event model,"Define NormalizedTick struct with EventTime/IngestTime separation. Wire across ticker, simulated_ticker, ingest.",internal/marketdata/tick.go | internal/api/ticker.go | internal/api/simulated_ticker.go,None,16,Source: TradingBot_Base_Build_Tickets.docx
AUD-012,3,Market Data Pipeline,P2,High,DONE,MarketData,Separate open candle from finalized candle persistence,Open candle in memory only. Write to DB only on finalization. Never write partial candles.,internal/marketdata/candles/finalized_candle.go | internal/data/candels.go,AUD-011,16,Source: TradingBot_Base_Build_Tickets.docx | Open vs finalized candle separation
AUD-013,3,Market Data Pipeline,P2,High,TODO,MarketData,Implement ReplayManager for startup recovery,On startup: query ticks after last safe finalized candle. Rebuild open candle state. Expose replay path for backtest.,internal/marketdata/replay/replay_manager.go,AUD-012,24,Source: TradingBot_Base_Build_Tickets.docx
INF-037,3,Market Data Pipeline,P2,High,DONE,MarketData,Implement Zerodha Kite client,Initialize kiteconnect client.,internal/api/zerodha.go,None,3,Zerodha Kite client initialized
INF-038,3,Market Data Pipeline,P2,High,DONE,MarketData,Implement instrument download,Fetch master instrument list.,internal/api/instruments.go,INF-037,2,Instrument download working
INF-039,3,Market Data Pipeline,P2,High,DONE,MarketData,Implement WebSocket ticker,Real-time market data stream.,internal/api/ticker.go,INF-037,4,WebSocket ticker implemented
INF-040,3,Market Data Pipeline,P2,High,DONE,MarketData,Implement simulated ticker,For paper trading mode.,internal/api/simulated_ticker.go,None,2,Simulated ticker for paper trading
INF-048,3,Market Data Pipeline,P2,High,TODO,MarketData,Implement ReplayManager,Startup recovery from ticks.,internal/marketdata/replay/replay_manager.go,INF-045,5,ReplayManager for startup recovery
INF-049,3,Market Data Pipeline,P2,High,TODO,MarketData,Add late tick handling policy,Handle out-of-order ticks.,internal/marketdata/candles/late_tick.go,INF-046,2,Late tick handling policy
INF-050,3,Market Data Pipeline,P2,High,TODO,MarketData,Implement GET /api/v1/candles REST endpoint,Historical candles for charts.,internal/api/handlers/market/candles.go,INF-043,2,GET /api/v1/candles endpoint not ready
UNI-554,3,Market Data Pipeline,P2,Medium,DONE,DB,Normalize InstrumentToken type,DB model uses uint; tick/candle/indicator flows use uint32; migrations use BIGINT vs INTEGER,internal/db/models.go + migrations,,4,Source: unified_master_tracker
AUD-015,4,Indicators Redesign,P2,High,TODO,Indicators,Replace full-history recalc with incremental indicator state,Redesign IndicatorManager to be incremental. Warm-up after restart <1s not minutes.,internal/data/indicators_manager.go | internal/marketdata/indicators/manager.go,AUD-012,24,Source: TradingBot_Base_Build_Tickets.docx
INF-051,4,Indicators Redesign,P2,High,TODO,Indicators,Implement RSI calculator,incremental state.,internal/indicators/rsi.go,None,2,RSI calculator not implemented
INF-052,4,Indicators Redesign,P2,High,TODO,Indicators,Implement MACD calculator,incremental state.,internal/indicators/macd.go,None,2,MACD calculator not implemented
INF-053,4,Indicators Redesign,P2,High,TODO,Indicators,Implement SMA calculator,Ring buffer.,internal/indicators/sma.go,None,1,SMA calculator not implemented
INF-054,4,Indicators Redesign,P2,High,TODO,Indicators,Implement EMA calculator,Exponential smoothing.,internal/indicators/ema.go,None,1,EMA calculator not implemented
INF-055,4,Indicators Redesign,P2,High,TODO,Indicators,Implement ATR calculator,True range.,internal/indicators/atr.go,None,2,ATR calculator not implemented
INF-056,4,Indicators Redesign,P2,High,TODO,Indicators,Implement Bollinger Bands,Upper/lower from SMA.,internal/indicators/bollinger.go,INF-053,2,Bollinger Bands not implemented
INF-061,4,Indicators Redesign,P2,High,PARTIALLY DONE,Indicators,Create IndicatorManager with incremental updates,Replace full recalc.,internal/marketdata/indicators/manager.go,INF-051 to INF-060,4,IndicatorManager exists but incremental updates in progress
INF-062,4,Indicators Redesign,P2,High,TODO,Indicators,Implement bounded hydration queries,Load only recent candles.,internal/marketdata/indicators/hydration.go,INF-061,2,
INF-063,4,Indicators Redesign,P2,High,TODO,Indicators,Separate compute from persistence and broadcast,Clear boundaries.,internal/marketdata/indicators/publisher.go,INF-061,2,
INF-064,4,Indicators Redesign,P2,High,TODO,Indicators,Implement GET /api/v1/indicators REST endpoint,Historical indicator values.,internal/api/handlers/market/indicators.go,INF-061,2,
AUD-014,4,Indicators Redesign,P2,Medium,DONE,MarketData,Add late and out-of-order tick handling policy,Define policy: accept up to N seconds late. Log and count late ticks. Never silently reorder.,internal/data/ingest.go | internal/marketdata/tick.go,AUD-010,8,Source: TradingBot_Base_Build_Tickets.docx | Late tick handling policy added
AUD-016,4,Indicators Redesign,P2,Medium,TODO,Indicators,Optimize indicator warm-start hydration with bounded query,Cap historical candles fetched for warm-up. Prevent unbounded DB scan on startup.,internal/marketdata/indicators/hydration.go,AUD-015,16,Source: TradingBot_Base_Build_Tickets.docx
AUD-017,4,Indicators Redesign,P2,Medium,TODO,Indicators,Separate indicator engine from persistence and broadcast,Writing to DB and broadcasting to WS are mixed. Separate into store.go and publisher.go.,internal/marketdata/indicators/store.go | internal/marketdata/indicators/publisher.go,AUD-016,16,Source: TradingBot_Base_Build_Tickets.docx
INF-057,4,Indicators Redesign,P2,Medium,TODO,Indicators,Implement Stochastic Oscillator,K and D lines.,internal/indicators/stochastic.go,None,2,
INF-058,4,Indicators Redesign,P2,Medium,TODO,Indicators,Implement OBV,On-balance volume.,internal/indicators/obv.go,None,1,
INF-059,4,Indicators Redesign,P2,Medium,TODO,Indicators,Implement VWAP,Volume weighted average.,internal/indicators/vwap.go,None,2,
INF-060,4,Indicators Redesign,P2,Medium,TODO,Indicators,Implement ADX,Directional index.,internal/indicators/adx.go,None,3,
AUD-018,5,WebSocket Hub + Auth,P3,Critical,TODO,WebSocket,Build authenticated unified WebSocket hub with topic subscriptions,Single /ws/v1/dashboard. JWT auth on connect. SUBSCRIBE/UNSUBSCRIBE messages. Per-client topic fanout.,internal/realtime/hub.go | internal/realtime/client.go | internal/realtime/topics.go | internal/realtime/auth.go,AUD-007,24,Source: TradingBot_Base_Build_Tickets.docx | Authenticated WebSocket hub created
FE-001,5,WebSocket Hub + Auth,P3,Critical,DONE,Auth UI,Create Login page,Email password form.,signal-execution-desk/src/pages/LoginPage.tsx,None,3,Login page created
FE-002,5,WebSocket Hub + Auth,P3,Critical,DONE,Auth UI,Create Signup page,Registration form.,signal-execution-desk/src/pages/SignupPage.tsx,None,2,Signup page created
FE-003,5,WebSocket Hub + Auth,P3,Critical,TODO,Auth UI,Create token storage utility,LocalStorage management.,signal-execution-desk/src/lib/auth.ts,None,1,Token storage utility incomplete
FE-004,5,WebSocket Hub + Auth,P3,Critical,DONE,API Client,Create axios instance with interceptor,Automatic token refresh.,signal-execution-desk/src/lib/api.ts,FE-003,3,API client with axios created
FE-005,5,WebSocket Hub + Auth,P3,Critical,TODO,WS Client,Create WebSocket client with auth,Reconnect and heartbeat.,signal-execution-desk/src/lib/ws.ts,FE-003,3,WebSocket client not fully implemented
FE-006,5,WebSocket Hub + Auth,P3,Critical,DONE,App Routing,Add protected routes,Login redirect.,signal-execution-desk/src/App.tsx,FE-001,2,Protected routes added
FE-021,5,WebSocket Hub + Auth,P3,Critical,TODO,Environment,Add API base URL env,localhost:8000.,signal-execution-desk/.env,None,1,
FE-022,5,WebSocket Hub + Auth,P3,Critical,TODO,Types,Create TypeScript types,Match backend responses.,signal-execution-desk/src/types/api.ts,FE-004,2,
INF-069,5,WebSocket Hub + Auth,P3,Critical,DONE,WebSocket,Add JWT auth on WebSocket upgrade,Validate before connection.,internal/realtime/auth.go,INF-065,2,JWT auth on WebSocket upgrade
AUD-019,5,WebSocket Hub + Auth,P3,High,DONE,WebSocket,Retire ad-hoc WS endpoints after hub is stable,"Remove /ws, /ws/candles, /ws/indicators, /ws/heatmap from routes once unified hub covers all topics.",internal/server/routes.go | internal/server/broadcast.go,AUD-018,8,Source: TradingBot_Base_Build_Tickets.docx | Ad-hoc WS endpoints retired
AUD-020,5,WebSocket Hub + Auth,P3,High,TODO,WebSocket,Adopt shared WS event envelope everywhere,Wire all broadcasts to contracts.WSEvent typed envelope. Remove ad-hoc map[string]interface{} broadcasts.,internal/contracts/websocket.go | internal/realtime/events.go,AUD-019,8,Source: TradingBot_Base_Build_Tickets.docx
INF-065,5,WebSocket Hub + Auth,P3,High,TODO,WebSocket,Create RealtimeHub with topic management,Unified WebSocket server.,internal/realtime/hub.go,None,4,RealtimeHub not created yet
INF-066,5,WebSocket Hub + Auth,P3,High,TODO,WebSocket,Implement client connection management,Register/unregister.,internal/realtime/client.go,INF-065,2,Client connection management not done
INF-067,5,WebSocket Hub + Auth,P3,High,TODO,WebSocket,Implement topic subscription system,Subscribe/unsubscribe/broadcast.,internal/realtime/topics.go,INF-065,3,Topic subscription system not done
INF-068,5,WebSocket Hub + Auth,P3,High,TODO,WebSocket,Implement per-client send queue with backpressure,Prevent blocking.,internal/realtime/client.go,INF-066,2,
INF-070,5,WebSocket Hub + Auth,P3,High,TODO,WebSocket,Create typed WSEvent envelope,Consistent message format.,internal/contracts/websocket.go,INF-065,1,WSEvent envelope not typed
INF-071,5,WebSocket Hub + Auth,P3,High,TODO,WebSocket,Implement SUBSCRIBE/UNSUBSCRIBE protocol,Client control.,internal/realtime/protocol.go,INF-070,2,SUBSCRIBE/UNSUBSCRIBE protocol not done
INF-072,5,WebSocket Hub + Auth,P3,High,DONE,WebSocket,Migrate tick broadcast to hub,Publish to market.ticks.,internal/data/ingest.go,INF-065,2,Tick broadcast to hub migrated
INF-073,5,WebSocket Hub + Auth,P3,High,TODO,WebSocket,Migrate candle broadcast to hub,Publish to market.candles.,internal/data/candles.go,INF-065,2,Candle broadcast to hub pending
INF-074,5,WebSocket Hub + Auth,P3,High,TODO,WebSocket,Migrate indicator broadcast to hub,Publish to market.indicators.,internal/marketdata/indicators/publisher.go,INF-065,2,Indicator broadcast pending
INF-075,5,WebSocket Hub + Auth,P3,High,DONE,WebSocket,Migrate heatmap broadcast to hub,Publish to market.heatmap.,internal/server/broadcast.go,INF-065,1,Heatmap broadcast to hub done
UNI-521,5,WebSocket Hub + Auth,P3,High,TODO,Realtime,Unified WebSocket hub with topic subscriptions,Hub struct with topic to connection map. SUBSCRIBE/UNSUBSCRIBE protocol. Typed envelopes.,internal/realtime/hub.go,,4,Source: unified_master_tracker
UNI-522,5,WebSocket Hub + Auth,P3,High,DONE,Realtime,WS /ws/v1/dashboard route,Wire hub.ServeWS to new route. Keep old routes temporarily for backward compat.,internal/server/routes.go,,4,Source: unified_master_tracker
UNI-523,5,WebSocket Hub + Auth,P3,High,TODO,Realtime,WS topic: orders and positions,hub.Broadcast(topicOrders) and hub.Broadcast(topicPositions) when DB writes happen,internal/realtime/topics.go,,4,Source: unified_master_tracker
UNI-529,5,WebSocket Hub + Auth,P3,High,DONE,Security,WebSocket authentication handshake,Require Bearer JWT or short-lived WS token on all WebSocket upgrades,internal/server/routes.go + internal/middleware/,,4,Source: unified_master_tracker
UNI-530,5,WebSocket Hub + Auth,P3,High,TODO,Security,Topic-level WebSocket authorization,Validate user is allowed to subscribe to requested topics,internal/realtime/,,4,Source: unified_master_tracker
UNI-552,5,WebSocket Hub + Auth,P3,High,TODO,WebSocket,Normalize WS message field casing,Tick uses PascalCase; candle uses snake_case; indicator uses camelCase,Multiple files,,4,Source: unified_master_tracker
UNI-524,5,WebSocket Hub + Auth,P3,Medium,TODO,Realtime,WS topic: signals,hub.Broadcast(topicSignals) when strategy runner emits signal,internal/realtime/topics.go,,4,Source: unified_master_tracker
UNI-525,5,WebSocket Hub + Auth,P3,Medium,TODO,Realtime,WS topic: alerts,hub.Broadcast(topicAlerts) from order monitor and strategy runner on risk limit hit,internal/realtime/topics.go,,4,Source: unified_master_tracker
UNI-526,5,WebSocket Hub + Auth,P3,Medium,TODO,Realtime,WS topic: sentiment,hub.Broadcast(topicSentiment) after inserting article in news pipeline,internal/realtime/topics.go,,4,Source: unified_master_tracker
UNI-527,5,WebSocket Hub + Auth,P3,Medium,TODO,Realtime,WS topic: backtests/{id},hub.Broadcast(topicBacktest+id) periodically from backtest goroutine,internal/realtime/topics.go,,4,Source: unified_master_tracker
UNI-528,5,WebSocket Hub + Auth,P3,Medium,TODO,Realtime,WS topic: models,hub.Broadcast(topicModels) from retrain goroutine at each step,internal/realtime/topics.go,,4,Source: unified_master_tracker
UNI-505,5,WebSocket Hub + Auth,P3,Low,TODO,Market,GET /api/v1/market/heatmap (REST),Call data.GetMarketHeatmap().Snapshot(). Return as JSON.,internal/api/handlers/market/heatmap.go,,4,Source: unified_master_tracker
AUD-022,6,Broker Abstraction & REST API,P4,Critical,TODO,Broker,Implement per-user encrypted broker sessions,OAuth connect/callback/disconnect. Encrypt API key+secret with AES-GCM. Store in user_broker_accounts. No plaintext.,internal/api/handlers/broker/broker.go | internal/broker/zerodha_adapter.go,AUD-021,24,Source: TradingBot_Base_Build_Tickets.docx | Per-user encrypted broker sessions
EX-026,6,Broker Abstraction & REST API,P4,Critical,TODO,Orders API,Implement POST /api/v1/orders,Place order.,internal/api/handlers/orders/orders.go,EX-009,2,POST /api/v1/orders not implemented
INF-076,6,Broker Abstraction & REST API,P4,Critical,TODO,Broker,Create Broker interface,Broker-agnostic operations.,internal/broker/interface.go,None,2,Broker interface not created
INF-077,6,Broker Abstraction & REST API,P4,Critical,TODO,Broker,Implement ZerodhaBroker,Wrap kiteconnect.,internal/broker/zerodha/zerodha.go,INF-076,3,ZerodhaBroker implementation pending
INF-078,6,Broker Abstraction & REST API,P4,Critical,TODO,Broker,Implement PaperBroker,Simulated fills.,internal/broker/paper/paper.go,INF-076,3,PaperBroker not implemented
INF-080,6,Broker Abstraction & REST API,P4,Critical,TODO,Broker,Implement POST /api/v1/brokers/zerodha/connect,OAuth initiate.,internal/api/handlers/broker/broker.go,INF-079,2,POST /api/v1/brokers/zerodha/connect not done
UNI-534,6,Broker Abstraction & REST API,P4,Critical,TODO,Broker,Broker secret encryption wiring,Wire AES-GCM utility to broker account storage for API secret + access token,internal/security/ + internal/broker/,,4,Source: unified_master_tracker
UNI-535,6,Broker Abstraction & REST API,P4,Critical,TODO,Broker,Access token loaded from .access_token file globally,Single global token is not multi-user safe and risks credential commit,cmd/server/main.go,,4,Source: unified_master_tracker
ADD-001,6,Broker Abstraction & REST API,P4,High,TODO,Settings,Implement GET /api/v1/settings,Load user settings.,internal/api/handlers/settings/settings.go,INF-012,2,
ADD-002,6,Broker Abstraction & REST API,P4,High,TODO,Settings,Implement PUT /api/v1/settings,Save all settings.,internal/api/handlers/settings/settings.go,ADD-001,2,
ADD-003,6,Broker Abstraction & REST API,P4,High,TODO,Watchlist,Implement GET /api/v1/watchlists/default,User watchlist.,internal/api/handlers/watchlist/watchlist.go,INF-013,2,
